MAR,SCHL,SEX,RAC1P,WKWN,WKHP,AGEP,WAGP
5,5,1,1,,,8,
5,1,2,1,,,5,
2,16,2,1,,,67,0
1,20,2,1,,,56,0
1,21,1,1,52,50,54,287000
3,16,1,1,,,85,0
1,22,2,6,52,40,39,71000
1,21,1,9,52,40,39,71000
5,7,1,9,,,10,
5,,1,9,,,0,
1,21,1,1,,,71,0
1,20,2,1,,,73,0
1,24,2,9,52,40,29,6500
1,22,1,1,52,40,32,59000
5,2,2,1,,,4,
1,16,1,6,52,40,61,98000
1,16,2,6,52,40,58,76000
5,16,1,6,52,40,33,39500
1,22,1,6,52,40,30,35000
5,11,1,9,,,15,0
5,5,1,6,,,8,
5,2,2,6,,,4,
1,16,2,7,52,40,38,58000
1,19,1,2,52,40,62,40000
1,18,2,2,52,38,65,36000
5,22,2,3,52,40,26,50000
5,21,2,3,48,35,26,32100
5,24,2,6,52,60,29,28500
1,19,2,1,,,69,0
1,20,1,1,52,15,73,3500
1,20,1,6,52,40,34,15000
1,22,2,1,52,40,34,100000
5,3,1,6,,,6,
5,11,2,1,,,14,
2,18,2,1,52,40,64,65000
5,19,1,1,12,20,21,4800
5,19,1,1,14,40,21,14800
5,19,1,1,,,21,0
5,19,1,1,12,40,20,8000
2,20,2,9,,,44,0
2,16,2,1,,,93,0
1,19,1,1,52,40,65,30000
1,13,2,6,,,68,0
1,20,2,1,52,25,48,18000
1,20,1,1,52,50,48,105000
5,14,2,1,,,17,0
1,16,2,1,52,12,21,7000
1,16,1,1,52,40,21,38000
5,,1,1,,,2,
1,19,2,1,52,40,58,51000
1,19,1,1,,,70,0
1,16,1,1,46,40,49,51000
1,16,2,1,8,3,51,880
1,16,1,1,52,40,34,626000
1,16,2,1,52,36,33,49500
5,10,2,1,,,13,
5,6,2,1,,,9,
5,,2,1,,,1,
1,16,1,9,,,82,0
1,16,2,1,,,70,0
1,18,1,2,52,40,49,36500
1,20,2,2,52,40,45,46000
5,10,1,2,,,12,
5,9,2,2,,,11,
5,4,2,2,,,6,
5,19,2,9,52,40,37,51000
5,20,2,1,,,71,0
1,22,1,1,,,73,0
1,24,2,1,52,30,66,30000
3,16,1,1,52,40,54,60000
1,17,1,1,52,40,34,32000
1,16,2,1,52,40,30,72000
5,,1,1,,,1,
3,16,1,1,52,40,39,26000
5,21,2,2,,,68,0
5,20,2,1,,,44,0
3,15,2,9,,,73,0
3,16,2,1,,,65,0
3,16,2,1,48,5,39,5100
5,15,1,1,,,34,0
1,21,1,1,52,40,68,144000
1,22,2,1,,,67,0
1,15,1,9,52,40,51,50000
1,20,2,9,,,53,0
5,20,1,1,12,40,30,75000
5,21,1,9,52,42,35,90000
5,21,1,1,4,40,32,10000
5,16,2,1,52,25,25,9400
1,22,2,6,,,66,0
1,20,1,1,,,62,0
1,21,1,1,52,60,47,226000
1,19,2,1,,,45,0
5,20,1,1,25,20,19,3100
5,14,2,1,,,18,0
5,12,2,1,,,15,0
1,21,2,1,52,25,78,0
1,19,1,1,,,76,0
2,19,2,1,,,81,0
1,21,2,1,,,67,0
1,20,1,1,,,73,0
1,19,1,1,5,45,23,4300
1,21,2,1,4,40,23,27200
1,22,2,1,48,50,34,96000
1,22,1,1,52,45,34,136000
1,22,1,1,,,54,0
1,22,2,1,52,35,55,95000
5,21,1,1,25,20,26,7500
5,21,1,1,52,50,25,150000
5,21,1,8,52,25,27,96000
3,19,1,1,4,40,68,2000
3,16,2,1,,,79,0
2,21,1,3,,,76,0
3,21,1,3,2,40,43,16000
5,1,1,3,,,3,
5,,2,3,,,1,
1,20,2,1,52,40,52,44000
1,16,1,1,52,30,57,0
5,14,1,1,,,17,0
1,18,1,1,52,20,66,21000
1,18,2,1,52,38,65,52000
3,17,2,9,,,74,0
1,19,1,1,52,40,57,60000
1,19,2,1,52,40,53,28000
5,20,1,1,2,6,31,400
5,16,1,1,44,40,20,24000
4,21,2,1,4,40,29,50000
1,19,1,1,,,72,0
1,21,2,1,,,61,0
3,16,2,1,,,72,0
5,21,1,1,52,8,59,1400
1,21,1,1,52,50,47,170000
1,16,2,1,,,46,0
5,19,1,1,25,15,19,0
2,18,2,1,,,89,0
1,21,1,6,52,40,35,152000
1,21,2,6,,,32,0
5,5,1,6,,,7,
5,1,1,6,,,3,
2,16,2,3,,,73,0
3,16,1,3,,,73,0
2,16,1,3,52,40,39,40000
5,14,2,3,,,18,0
5,11,2,3,,,14,
5,8,1,3,,,10,
5,2,2,3,,,5,
1,16,2,3,,,43,0
1,18,1,9,52,40,22,32000
1,19,2,6,48,40,23,32000
1,21,2,1,,,82,0
1,21,1,1,,,83,0
1,16,2,1,40,12,47,29000
1,15,1,1,52,45,56,62000
5,21,1,1,52,40,62,53000
3,19,2,1,,,77,0
1,21,1,1,52,30,35,150000
1,21,2,1,52,40,32,120000
5,,1,1,,,2,
5,,2,1,,,0,
5,13,2,8,40,36,22,22300
5,16,2,1,52,40,23,20000
5,20,2,1,52,55,23,50000
5,19,2,1,20,5,22,2000
5,19,2,1,20,40,22,25000
5,19,2,1,,,21,0
5,19,2,1,,,21,0
5,19,2,1,28,15,21,12000
2,18,1,1,,,89,0
3,16,2,1,29,35,58,10000
5,21,1,1,52,40,34,78000
1,20,2,1,52,40,26,30000
1,16,1,1,8,45,25,6400
5,5,1,1,,,8,
5,2,2,1,,,4,
5,,2,1,,,0,
3,19,1,1,,,49,0
1,22,1,9,,,80,0
1,22,2,1,,,86,0
2,15,1,1,,,61,0
3,21,2,1,,,71,0
1,21,1,1,52,20,82,0
1,19,2,1,,,81,0
1,19,2,1,,,71,0
1,20,1,1,,,70,0
2,21,2,1,,,86,0
3,16,1,1,52,40,61,182000
2,16,2,1,,,89,0
1,1,1,3,52,40,30,20000
1,16,2,5,,,26,0
5,3,2,5,,,6,
5,21,2,1,52,98,63,38000
1,20,2,1,52,40,48,45000
1,16,1,1,52,54,46,95000
5,16,2,1,52,25,22,6000
2,16,2,1,,,70,0
2,21,2,1,,,83,0
3,18,1,6,52,40,40,70000
5,9,2,6,,,12,
1,19,1,1,23,40,72,49300
1,23,2,1,26,20,71,16300
5,19,2,1,8,4,36,0
5,12,2,1,,,15,0
5,10,1,1,,,13,
1,23,1,1,52,5,79,16000
1,22,2,1,,,80,0
5,19,2,1,52,40,54,87000
3,16,1,1,,,93,0
1,17,1,1,52,30,56,70000
3,16,1,1,52,40,34,75000
5,7,1,9,,,12,
5,5,2,1,,,8,
4,14,1,1,,,17,0
1,18,1,1,5,38,60,0
1,21,2,1,52,40,61,55000
2,18,2,1,,,82,0
1,22,2,1,52,40,32,115000
1,22,1,9,52,40,32,120000
1,22,2,1,,,74,0
1,19,1,1,,,73,0
1,22,1,9,52,40,36,80000
1,24,2,1,,,30,0
5,16,2,9,52,14,23,10000
2,16,2,1,,,80,0
1,23,1,1,52,12,69,110000
1,21,2,1,,,71,0
5,21,2,6,52,40,44,98000
5,21,1,6,52,40,54,140000
1,19,2,1,12,36,40,25000
1,19,1,1,52,55,45,73000
5,9,1,1,,,12,
5,3,2,1,,,6,
5,21,2,1,52,16,25,11600
2,16,2,1,,,74,0
2,19,2,1,52,23,68,20000
1,21,1,1,,,76,0
1,18,2,6,52,40,66,70000
3,19,2,1,,,70,0
1,19,2,1,,,73,0
1,21,1,1,,,76,0
5,16,1,9,52,40,41,0
1,21,1,6,52,40,39,85000
1,21,2,6,52,40,37,70000
5,1,1,6,,,5,
1,21,2,1,,,29,0
1,21,1,1,52,50,31,108000
5,2,1,1,,,3,
5,,1,1,,,2,
5,,2,1,,,0,
1,19,1,1,52,40,63,4200
1,19,2,1,52,35,60,25000
5,16,2,1,52,40,19,13400
5,21,1,1,52,26,73,20000
1,22,1,1,52,80,39,375000
1,21,2,1,52,50,38,250000
5,3,2,1,,,7,
5,2,1,1,,,5,
2,20,2,1,,,77,0
3,16,2,1,52,40,54,60000
3,16,1,1,52,40,50,70000
1,21,1,1,52,40,64,163000
1,19,2,9,51,40,67,188000
3,16,2,1,,,81,0
3,21,1,1,52,20,59,30000
1,22,1,6,52,45,43,350000
5,20,2,6,52,40,24,51000
3,1,2,2,52,36,61,28000
1,21,2,1,52,50,38,70000
1,20,1,1,52,55,42,75000
5,16,2,1,,,18,0
1,22,2,2,52,50,45,110000
1,23,1,9,52,40,46,125000
5,11,1,9,,,15,0
5,6,2,9,,,10,
5,4,1,9,,,8,
5,16,1,1,52,40,23,54000
1,22,2,1,,,66,0
1,22,1,1,,,73,0
3,23,2,1,,,78,0
5,21,2,1,39,50,26,50000
1,22,1,6,52,40,46,8000
1,21,2,6,,,33,0
5,8,2,6,,,11,
5,8,1,6,,,11,
5,2,1,6,,,5,
1,21,2,9,52,40,31,28000
1,17,1,9,52,40,32,60000
5,9,2,9,,,12,
5,3,2,9,,,6,
1,16,2,1,,,70,0
1,18,1,1,,,75,0
1,19,1,1,52,40,35,52000
1,21,2,1,52,32,34,42000
5,10,2,1,,,14,
5,8,1,1,,,11,
3,20,2,9,12,20,38,0
5,16,1,9,9,30,21,0
5,10,2,9,,,14,
1,16,1,1,,,52,0
1,1,2,1,,,37,0
5,14,1,1,52,28,17,6000
5,10,1,1,,,14,
5,9,2,1,,,13,
5,7,1,1,,,11,
5,1,2,1,,,4,
5,17,1,1,52,40,48,59000
5,21,2,1,52,40,44,49000
3,20,2,1,52,45,54,41000
1,20,1,1,52,40,54,41100
1,19,2,9,,,55,0
5,21,1,1,8,40,25,2000
2,22,2,1,,,47,0
5,16,1,1,,,19,0
5,14,2,1,,,17,0
5,12,2,1,,,15,0
5,10,2,1,,,13,
5,9,1,1,,,12,
5,7,2,1,,,10,
5,4,1,1,,,8,
1,21,2,1,4,4,61,290
1,21,1,1,,,65,0
1,21,1,1,52,40,34,145000
1,21,2,1,26,30,34,0
5,7,2,1,,,11,
5,5,2,1,,,8,
5,2,2,1,,,3,
3,22,1,1,52,40,44,49700
1,20,2,3,,,67,0
1,19,1,1,,,69,0
3,9,1,8,47,35,37,60000
5,12,2,8,44,32,38,55000
5,,2,8,,,2,
1,16,1,9,52,40,38,55000
1,20,2,9,30,10,37,4300
5,5,1,9,,,8,
5,2,1,9,,,5,
2,21,1,1,,,70,0
5,19,1,1,28,40,38,18900
5,19,1,1,,,31,0
5,21,1,1,52,50,41,144000
5,19,1,1,52,45,29,33800
1,18,2,1,,,71,0
1,21,1,1,,,69,0
5,20,1,1,,,36,0
1,21,2,1,,,67,0
1,21,1,1,52,8,68,0
1,24,2,9,,,63,0
1,21,1,1,,,70,0
1,21,1,1,52,40,59,50000
1,21,2,1,52,40,54,100000
2,22,2,1,,,81,0
1,22,1,6,52,40,41,10000
1,22,2,6,52,40,36,70000
5,4,2,6,,,7,
5,,2,6,,,1,
1,22,1,1,52,50,61,140000
1,20,2,1,26,10,68,4000
1,21,2,1,,,70,0
1,21,1,1,43,6,71,31000
3,20,2,1,,,67,0
1,16,1,1,,,69,0
1,22,2,1,,,68,0
1,22,2,1,,,86,0
1,23,1,1,,,93,0
5,22,1,9,52,40,27,79000
5,16,1,1,38,30,25,7500
5,14,1,1,28,40,22,24000
1,22,1,1,48,50,62,98000
1,19,2,2,52,50,47,55000
5,19,1,9,12,15,23,3500
5,8,2,9,,,11,
1,22,2,1,40,35,25,0
1,22,1,1,52,40,25,85000
1,23,1,1,52,36,43,280000
1,16,1,6,,,40,0
1,21,1,1,52,50,50,90000
1,18,2,6,,,36,0
5,3,1,1,,,6,
5,,1,1,,,1,
2,19,2,1,,,85,0
3,16,1,1,,,69,0
3,19,2,1,52,40,55,64000
5,18,1,1,,,50,0
2,19,2,1,,,83,0
5,16,1,1,,,65,0
1,20,2,1,,,79,0
1,16,1,1,,,80,0
1,21,2,9,52,50,57,184000
1,13,1,9,,,59,0
1,21,1,1,52,40,55,55000
1,22,2,1,52,40,52,55000
3,16,1,1,52,40,73,60000
3,16,1,1,,,70,0
3,21,1,1,52,40,30,39000
2,16,2,1,,,81,0
3,20,2,1,,,71,0
4,16,2,1,52,35,44,14400
5,18,2,1,,,20,0
5,11,2,1,,,15,0
5,12,1,1,,,55,0
5,17,1,1,35,50,47,25000
1,19,2,1,52,32,41,35000
1,16,1,4,20,40,50,35000
1,21,2,1,52,35,51,36000
1,23,1,1,52,40,51,80000
1,21,1,6,,,68,0
1,16,2,6,52,20,58,17600
4,20,1,1,52,44,29,45000
5,1,2,1,,,5,
5,,2,1,,,2,
5,21,1,1,52,40,29,350000
5,21,2,1,52,40,27,20000
5,18,1,1,52,20,23,6400
2,19,2,1,,,73,0
3,20,2,1,5,35,21,2000
1,16,1,1,52,40,30,40000
1,18,2,1,,,28,0
5,1,2,1,,,4,
5,,2,1,,,0,
5,16,1,1,,,22,0
1,19,1,1,52,50,63,175000
1,22,2,1,52,32,59,36000
1,20,1,1,5,20,62,15700
1,20,2,1,52,50,61,87000
5,16,1,1,4,40,26,15000
5,16,1,1,48,40,51,45000
1,20,2,2,52,40,41,54000
1,19,1,2,52,60,50,0
5,11,1,2,,,15,0
5,8,1,2,,,10,
5,2,1,2,,,5,
2,22,2,1,,,76,0
3,20,2,1,13,40,62,9600
5,16,1,1,6,36,58,660
1,16,1,9,,,65,0
1,16,2,1,52,24,21,0
2,21,2,1,,,74,0
3,19,2,9,52,40,49,30000
5,16,1,9,52,30,23,22000
1,20,2,1,,,31,0
1,17,1,1,32,40,32,33000
5,10,1,1,,,13,
5,6,1,1,,,9,
5,,2,1,,,0,
2,20,2,1,24,30,65,45000
3,21,1,1,6,50,62,12000
1,21,1,1,36,60,56,626000
1,23,2,1,,,53,0
5,16,2,1,,,19,0
5,14,2,1,,,18,0
5,19,2,3,52,40,38,50000
5,10,2,3,,,13,
1,18,2,1,52,10,23,10000
5,,1,1,,,2,
1,21,2,1,52,60,26,30000
1,18,1,1,,,77,0
1,18,2,1,,,75,0
1,18,1,9,52,40,34,65000
1,21,2,1,52,20,34,21000
5,,2,9,,,2,
1,16,1,8,16,20,45,6300
1,1,2,8,20,4,45,2000
5,11,2,8,,,14,
5,7,2,8,,,10,
5,5,2,8,,,8,
5,3,2,8,,,7,
5,21,2,1,52,40,26,68000
5,22,1,1,52,40,29,25000
5,21,1,1,52,50,32,90000
1,16,1,1,,,57,0
1,20,2,9,,,60,0
5,19,1,1,52,25,30,14000
5,16,1,1,52,30,27,14000
1,21,1,6,52,40,30,5000
1,21,2,6,52,40,27,5000
1,16,1,1,52,40,55,61000
1,16,2,1,52,40,54,42700
3,19,2,8,20,35,44,25000
5,17,1,8,28,30,22,14500
1,16,1,1,,,71,0
1,18,2,1,,,72,0
1,16,1,1,,,82,0
1,1,2,1,,,73,0
1,16,1,1,52,40,61,0
1,19,2,1,52,40,60,40000
1,21,1,9,52,40,53,65000
1,21,2,9,52,40,48,35000
5,19,1,9,16,4,18,1700
1,20,2,1,36,40,34,50000
1,21,1,1,52,45,33,50000
5,1,1,1,,,3,
5,,1,9,,,0,
5,16,1,1,52,38,38,50000
1,21,1,1,52,40,73,140000
1,19,2,1,,,68,0
1,21,1,9,52,45,54,230000
1,21,2,6,52,30,51,60000
5,11,1,9,,,14,
1,16,1,1,52,40,52,93000
1,22,2,1,52,4,44,0
5,9,1,1,,,11,
5,6,2,1,,,9,
1,20,2,1,52,40,51,36000
1,19,1,1,,,54,0
1,17,2,1,52,40,41,90000
1,20,1,1,15,30,39,90000
5,8,2,1,,,11,
5,4,2,1,,,6,
1,16,2,1,3,38,53,3000
1,16,1,1,,,52,0
5,19,1,1,,,30,0
5,19,1,1,,,25,0
5,22,1,6,52,45,30,115000
1,17,2,1,,,44,0
1,16,1,1,,,46,0
5,3,1,1,,,7,
5,2,1,1,,,6,
5,1,1,1,,,4,
5,22,1,1,52,55,35,89000
1,22,2,8,20,2,53,0
1,22,1,8,52,40,51,170000
5,13,1,8,,,16,0
5,9,1,8,,,12,
3,21,1,1,,,85,0
3,20,1,1,52,40,62,43700
1,23,2,1,,,40,0
1,21,1,1,52,45,45,250000
5,9,1,1,,,12,
5,7,2,1,,,10,
1,21,1,1,,,73,0
1,19,2,1,,,72,0
2,15,2,8,,,80,0
3,21,2,2,,,58,0
3,19,1,1,26,17,66,9700
2,20,2,1,,,64,0
5,19,1,1,52,30,29,33200
1,19,1,1,,,68,0
1,21,2,1,,,68,0
1,21,1,1,,,71,0
1,22,2,1,52,40,69,65000
1,15,1,1,52,40,41,45800
1,15,2,1,52,40,45,0
5,13,1,1,,,17,0
5,5,1,1,,,9,
5,16,1,1,52,40,19,26000
5,18,1,1,52,40,30,20000
1,16,2,1,52,40,19,26000
1,16,1,8,,,46,0
1,16,2,8,52,40,40,40000
5,13,2,8,,,16,0
3,19,1,1,4,7,64,0
3,17,2,1,,,64,0
1,21,1,1,2,50,60,35000
1,16,2,1,,,58,0
3,16,2,1,,,88,0
1,9,2,8,,,72,0
1,12,1,8,52,50,64,50000
3,20,2,1,52,58,59,120000
1,21,2,9,40,40,38,90000
1,21,1,1,52,40,38,125000
1,23,1,1,52,30,28,170000
5,22,2,1,3,35,28,100000
1,20,1,6,52,48,49,83000
1,20,2,6,,,49,0
5,19,1,6,40,18,23,6000
5,16,2,6,,,20,0
5,19,1,6,,,18,0
2,21,2,6,,,73,0
1,22,2,1,52,20,62,0
1,21,1,1,52,40,61,270000
3,20,1,1,52,40,57,53000
3,20,2,8,52,20,57,1600
1,21,1,1,52,60,35,626000
1,21,2,1,,,36,0
5,3,1,1,,,6,
1,23,1,9,52,45,55,58000
1,21,2,1,52,50,54,110000
5,14,1,9,,,18,0
5,7,2,9,,,11,
1,21,1,2,52,40,62,183000
1,16,2,2,52,40,58,47000
5,20,1,2,52,40,27,20100
5,21,1,2,52,34,27,24500
1,21,1,1,,,69,0
1,19,2,1,,,69,0
1,21,1,1,28,45,61,66000
1,21,2,1,52,40,60,75000
5,21,2,1,52,45,28,60000
1,21,2,1,52,45,44,60000
1,22,1,6,52,45,39,200000
2,21,1,1,,,78,0
1,22,2,1,40,40,40,60000
1,22,1,1,52,40,41,350000
1,21,1,9,,,68,0
3,20,1,1,,,83,0
1,21,1,1,,,69,0
1,19,2,1,,,63,0
5,21,2,1,43,40,30,36000
5,21,1,1,52,80,28,62000
5,20,1,1,4,15,33,6900
5,21,1,1,52,40,30,150000
5,22,2,1,52,50,27,63000
1,21,1,1,,,68,0
1,24,2,1,,,70,0
5,21,1,1,,,72,0
1,21,1,1,,,80,0
1,11,2,6,,,76,0
5,15,2,1,15,20,27,4200
5,7,1,1,,,10,
1,22,2,1,50,31,32,40900
1,16,1,9,52,40,33,85000
5,1,2,9,,,4,
1,20,1,1,45,40,52,85000
1,22,2,1,52,40,52,75000
3,20,1,8,52,40,33,60000
4,16,2,1,4,40,38,5600
5,1,2,1,,,6,
5,16,1,1,4,38,47,26000
1,20,1,9,52,40,41,35700
1,19,2,9,20,27,45,6800
5,11,1,9,,,14,
5,8,2,9,,,11,
1,22,2,1,,,59,0
1,21,1,1,52,24,55,65000
1,18,1,1,52,52,29,65000
1,19,2,1,,,28,0
5,1,1,1,,,4,
5,1,1,1,,,3,
5,,1,1,,,1,
4,20,2,8,52,40,43,32500
5,20,2,2,40,40,29,56000
5,5,1,2,,,8,
5,,2,2,,,2,
5,16,1,2,40,40,28,0
1,16,2,1,7,2,33,1500
1,17,1,1,52,45,36,108000
5,4,1,1,,,8,
5,3,2,1,,,6,
3,3,2,9,,,67,0
1,21,2,6,,,45,0
1,19,1,1,52,55,50,75000
5,4,2,9,,,7,
5,3,1,9,,,6,
5,16,2,1,52,60,33,50000
5,10,2,1,,,14,
2,13,2,1,,,73,0
1,21,1,1,52,50,65,130000
1,21,2,1,52,40,55,24000
1,19,2,1,,,34,0
1,19,1,1,52,40,35,164000
5,4,1,1,,,7,
5,,2,1,,,2,
1,22,2,1,52,40,29,56000
1,21,2,1,15,10,29,4000
3,20,1,1,48,40,37,30000
5,21,1,9,52,40,61,75000
1,16,1,1,52,40,48,110000
1,16,2,1,52,40,41,45000
5,16,2,1,,,19,0
5,13,1,1,,,16,0
1,9,1,1,,,71,0
1,11,2,1,,,67,0
3,18,2,1,52,40,49,26000
5,16,2,9,,,32,0
5,16,2,9,,,32,0
5,17,1,9,,,31,0
3,15,1,1,,,52,0
3,15,1,1,,,62,0
5,16,1,9,52,12,54,0
1,16,1,1,52,40,52,133000
1,16,2,1,,,63,0
3,19,2,1,52,40,66,38000
1,19,1,1,,,81,0
1,1,2,7,,,81,0
4,16,1,6,,,82,0
3,20,1,1,,,66,0
3,17,2,1,52,40,65,48000
2,16,1,1,,,78,0
4,1,1,1,1,40,56,180
3,18,2,1,,,47,0
1,20,1,1,,,80,0
1,16,2,6,,,70,0
1,19,2,9,52,50,51,150000
5,18,1,9,52,60,25,85000
1,18,1,9,52,45,51,153000
5,16,2,1,52,35,30,20000
5,15,1,1,52,40,28,76000
5,8,1,9,,,11,
5,7,1,9,,,9,
5,2,1,1,,,4,
3,19,1,1,,,70,0
3,16,2,1,,,65,0
1,21,2,1,,,48,0
1,21,1,1,18,30,47,3000
5,11,1,1,,,13,
1,22,1,1,,,73,0
1,18,2,1,32,40,63,60000
3,19,2,1,,,72,0
5,21,2,1,52,22,58,0
5,21,2,1,52,55,54,150000
5,18,1,1,52,45,30,52000
5,19,2,1,52,50,28,90000
1,21,1,1,52,15,73,60000
1,19,2,1,,,72,0
3,18,1,1,52,40,49,70000
1,21,1,1,52,40,23,36000
1,21,2,1,52,50,23,36000
3,22,2,9,52,70,43,92000
1,16,2,6,44,26,29,12200
1,16,1,6,36,31,30,27000
5,4,2,6,,,8,
3,20,2,1,52,40,39,0
5,10,2,1,,,12,
5,14,2,1,,,16,0
1,21,2,1,52,10,43,0
1,21,1,1,39,80,44,160000
5,7,2,1,,,11,
5,5,2,1,,,8,
5,1,2,1,,,4,
1,22,1,1,,,67,0
1,22,2,9,,,66,0
1,19,2,1,,,72,0
1,22,1,1,,,71,0
1,24,1,1,52,40,40,130000
1,22,2,6,52,40,42,350000
5,2,1,9,,,5,
5,2,1,9,,,3,
1,22,2,1,40,40,46,80000
1,19,1,1,51,40,46,60000
5,19,2,1,25,35,22,18000
1,18,1,1,52,40,61,50000
1,18,1,1,52,45,58,30000
5,21,2,6,20,8,23,2300
5,22,2,6,52,40,24,45000
1,23,2,2,52,50,66,120000
1,23,1,2,,,72,0
3,21,1,1,,,76,0
1,21,1,1,52,45,78,130000
1,21,2,1,,,74,0
1,20,2,2,,,55,0
1,21,1,9,52,40,49,30000
5,21,2,2,52,10,20,3200
5,13,2,2,,,16,0
1,21,1,9,36,6,39,2700
1,24,2,1,52,50,36,85000
1,22,2,1,,,74,0
1,23,1,1,,,75,0
1,21,2,1,,,66,0
1,22,1,1,,,64,0
3,17,1,1,52,40,40,38000
3,16,2,1,52,40,29,37000
5,19,2,1,,,22,0
5,21,2,1,52,38,22,16000
5,19,1,1,52,40,36,60000
5,19,2,1,52,40,35,45000
5,7,2,1,,,10,
5,1,2,1,,,5,
5,1,2,1,,,5,
1,16,2,1,,,59,0
1,16,1,1,,,61,0
3,21,1,1,52,40,56,175000
1,15,1,8,52,40,23,35000
1,16,2,8,52,25,24,18000
5,1,2,8,,,4,
5,,2,8,,,1,
1,19,2,1,52,40,34,50000
1,21,1,1,52,40,43,115000
5,,2,1,,,1,
1,20,2,1,,,59,0
1,20,1,1,52,40,58,65000
4,16,2,1,,,34,0
5,14,1,1,,,16,0
1,21,1,1,40,40,62,25000
1,21,2,1,42,40,53,27000
5,20,1,1,42,20,23,25000
1,18,1,2,,,60,0
1,18,2,2,52,40,53,52000
3,16,2,1,52,40,62,38700
5,17,2,1,16,20,32,5500
5,20,2,1,52,20,23,12000
1,19,1,8,52,60,48,0
1,16,2,8,52,45,34,0
5,7,2,8,,,10,
5,1,2,8,,,6,
3,13,1,8,30,10,64,0
3,16,2,1,52,40,55,49000
5,16,1,9,,,51,0
1,21,1,1,,,72,0
1,16,2,1,,,73,0
1,21,1,1,,,65,0
1,20,2,1,,,66,0
1,24,1,1,52,50,48,115000
1,22,2,1,52,45,40,626000
5,5,1,1,,,8,
5,3,2,1,,,6,
1,21,2,9,52,40,26,55000
1,16,1,1,52,40,27,45000
5,20,2,9,52,40,23,52000
1,20,1,1,,,79,0
1,21,2,9,,,74,0
1,21,2,1,52,40,43,130000
1,22,1,1,52,40,45,80000
1,21,1,1,35,40,40,30000
1,16,2,1,,,38,0
5,4,1,1,,,8,
5,2,2,1,,,5,
3,22,1,9,52,40,62,155000
2,20,2,1,,,77,0
2,14,2,1,,,93,0
1,22,1,1,52,25,48,30000
1,21,2,1,50,35,49,0
1,19,2,1,,,32,0
1,16,1,1,52,50,38,96000
5,5,1,1,,,9,
5,2,2,1,,,6,
3,18,2,1,,,82,0
1,22,1,6,52,40,48,100000
1,1,2,6,,,40,0
5,21,2,6,15,20,22,2000
5,14,1,6,,,17,0
5,20,2,6,45,40,30,30000
5,20,1,6,52,40,32,38000
1,20,1,6,52,40,28,42000
1,20,2,6,52,40,24,35000
1,16,1,6,52,40,63,32000
1,16,2,6,52,40,59,36000
2,15,2,1,,,75,0
4,18,2,1,,,57,0
3,17,2,1,52,40,40,16000
5,1,2,1,52,40,33,32000
5,7,1,1,,,11,
5,5,2,1,,,8,
2,20,1,1,,,75,0
3,17,2,1,,,52,0
1,19,1,1,52,45,38,73000
1,19,2,1,,,38,0
5,10,1,1,,,14,
5,7,2,1,,,11,
3,20,1,1,52,40,40,55000
5,2,1,1,,,5,
1,16,1,1,,,70,0
1,18,2,1,,,74,0
1,20,1,1,,,83,0
1,16,2,1,,,84,0
3,19,1,1,,,75,0
1,16,2,1,52,40,52,75000
1,16,1,9,52,40,54,45000
5,7,1,9,,,10,
5,21,1,1,40,40,23,24000
1,21,2,1,,,76,0
5,21,2,1,52,40,44,18200
5,20,2,3,48,35,24,6600
5,16,1,7,52,38,26,50000
5,1,1,9,,,4,
1,19,1,1,,,71,0
1,21,2,1,40,45,62,14800
3,15,1,1,15,40,39,12000
5,16,1,1,10,3,21,360
5,13,1,1,,,16,0
3,15,2,1,,,40,0
1,19,2,1,12,35,42,4500
1,19,2,1,52,25,42,18000
5,10,2,1,,,13,
2,16,2,1,,,88,0
5,14,1,1,52,40,63,40000
1,19,2,1,,,70,0
1,19,1,1,,,75,0
1,22,2,1,52,40,58,90000
1,24,1,1,52,40,57,72000
5,21,1,1,52,40,52,40000
2,16,2,9,52,36,53,38000
3,22,2,1,52,36,59,120000
5,21,2,6,52,40,51,90000
1,16,1,6,52,52,61,60000
1,16,2,1,52,40,60,50000
5,16,1,6,52,40,28,24000
5,6,1,6,,,10,
5,3,2,6,,,6,
5,17,2,1,25,40,53,13000
3,14,1,1,47,40,54,63000
5,14,1,1,52,40,54,62000
5,21,2,1,52,35,30,35000
3,21,2,1,52,40,64,30000
1,13,2,1,,,57,0
1,13,1,1,,,61,0
5,12,1,1,,,38,0
1,20,1,1,42,40,74,72000
1,20,2,1,,,70,0
1,22,1,6,52,40,41,140000
1,21,2,6,52,40,39,160000
5,1,1,6,,,3,
5,2,1,6,,,3,
3,15,1,1,,,69,0
5,20,2,1,52,20,38,20000
1,17,2,1,52,40,33,28000
3,20,2,1,,,64,0
1,16,1,1,52,40,40,28000
1,1,1,6,40,30,50,0
1,15,2,6,,,41,0
5,3,1,6,,,6,
3,20,2,1,,,70,0
1,21,2,1,52,40,32,100000
1,22,1,9,52,40,31,64000
1,19,1,1,51,40,59,140000
1,19,2,1,,,59,0
1,20,2,1,,,32,0
1,19,1,1,52,40,33,42000
5,6,2,1,,,9,
5,3,1,1,,,7,
5,1,1,1,,,4,
5,,2,1,,,1,
1,20,2,8,52,25,42,36000
1,17,1,8,28,35,50,19000
5,16,2,8,35,25,21,8000
5,14,2,8,,,18,0
5,10,2,8,,,13,
